transcripts,tags,speaker,intent
air india nine standard pushback approved,B-CALLSIGN I-CALLSIGN I-CALLSIGN O O B-STATUS,controller,pushback
iberia eight zero five contact tower one one eight decimal two five,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY,controller,frequency
"stand lima one seven , standard pushback approved jet two one two",B-GATE I-GATE I-GATE I-GATE O O O B-STATUS B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"jet niner six eight , good yday , oswitch over to tower one two four decimal htree",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-GREETING I-GREETING O O O O B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY,controller,frequency
"one noe eight two five , mxiamen air four qree seven one five , good bye",O O O O O O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-GREETING I-GREETING,pilot,readback
"cathay si two singapore tower stadnby for push , number two cathay two",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER I-CONTROLLER B-ACTION O O O O O O O,controller,pushback
"china eastern three six three taxi via foxtrot , hold short of bravo two oen , runway zero two center",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"fedex tree taxi november nine zero , mike , holding point victor five eight runway two zero rgiht",B-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"singapoer tower , good evening , allnippon seven niner zero four two at parking bay xray five nine engine start complete , request pushback",B-CONTROLLER I-CONTROLLER O B-GREETING I-GREETING O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-GATE I-GATE I-GATE I-GATE I-GATE O O O O O O,pilot,other
"groun , good day south african seven at bravo seven romeo engine start complete , request pushback",B-CONTROLLER O B-GREETING I-GREETING B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-GATE I-GATE I-GATE O O O O O O,pilot,other
west jet five one five six two good day ground,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-GREETING I-GREETING B-CONTROLLER,controller,greet
"wagon air seven tree one seven zero , pushback approved",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O B-STATUS,controller,pushback
"maldivian four tree six tree , good evening ground",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-GREETING I-GREETING B-CONTROLLER,controller,greet
"nepal five niner four zero zero hold short of oscar , standby due traffic",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION I-ACTION O B-TAXIWAY O B-ACTION O O,controller,standby
"franceair eight six hold short whiskey four three , contact tower one two four decimal three , thank you very much",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-ACTION B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-GREETING I-GREETING I-GREETING I-GREETING,controller,taxi
"iceland eight two quebec , quebec one , mike , hold shot of kilo zero five",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-TAXIWAY O B-TAXIWAY I-TAXIWAY O B-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
whiskey holding point foxtrot behind singapore airline seven eight seven from right to left south african tree one six,B-TAXIWAY B-ACTION I-ACTION B-TAXIWAY O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O O O O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"singapore tower ethiopian eight zero zero ntwo six at gate echo five zero romeo engine start is successful , request pushback",B-CONTROLLER I-CONTROLLER B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-GATE I-GATE I-GATE I-GATE I-GATE O O O O O O O,pilot,other
"singapore ground , united zero two niner tree evening",B-CONTROLLER I-CONTROLLER O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-GREETING,pilot,greet
"singapore ground , azul three zero eight four seven vacated via charlie seven tree",B-CONTROLLER I-CONTROLLER O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,pilot,other
airasia seven five taxi to charlie niner athree holding pint romeo four,B-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY,controller,taxi
"qantas four three niner , ground morning",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER B-GREETING,controller,greet
gulf air eight expedite romeo two hold short charlie zero nine,B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,taxi
"tower a very good morning , scoot five tree five nine",B-CONTROLLER B-GREETING I-GREETING I-GREETING I-GREETING O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,greet
"srilankan eight tree four two one , tower , a very good morning , standby due traffic , about four minutes",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER O B-GREETING I-GREETING I-GREETING I-GREETING O B-ACTION O O O O O O,controller,standby
"malindo six four two , number two behind airwbus three three zero fon your right expedite juyliet , hold short of india nine niner",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O B-QUALIFIER B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O O B-QUALIFIER O B-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,traffic
"cathay tree tree tower good afternoon , yaxi via hotel one , hold short o bravo , gate mike four five right",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER B-GREETING I-GREETING O B-ACTION O B-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION O B-TAXIWAY O B-GATE I-GATE I-GATE I-GATE I-GATE,controller,taxi
"japan air one sxi three eight singapore ground good afternoon , standby due traffic",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER I-CONTROLLER B-GREETING I-GREETING O B-ACTION O O,controller,standby
"polish zero four proceed uncform , yankee , oscar nine holding point runway two zero left",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY O B-TAXIWAY O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"alaska five eight two seven six ground , evening , standby due traffic",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER O B-GREETING O B-ACTION O O,controller,standby
"united two six nine bay papa four nine lima , taxi juliet three , golf two eight hold short to alpah three",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-GATE I-GATE I-GATE I-GATE I-GATE O B-ACTION B-TAXIWAY I-TAXIWAY O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY,controller,taxi
"allnippon zero taxi delta nine hold short of victor , runway two zero center",B-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"contacf ground , one one eight two five pegasus tree nine eight",B-ACTION B-CONTROLLER O B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"lion fivx seven tower good morning , standby number two",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER B-GREETING I-GREETING O B-ACTION B-QUALIFIER I-QUALIFIER,controller,standby
copa one nine singapore tower evening standby due traffic four minutes,B-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER I-CONTROLLER B-GREETING B-ACTION O O O O,controller,standby
united six tower good morning standby due traffic,B-CALLSIGN I-CALLSIGN B-CONTROLLER B-GREETING I-GREETING B-ACTION O O,controller,standby
airindia sxi tower good evening standby number two,B-CALLSIGN I-CALLSIGN B-CONTROLLER B-GREETING I-GREETING B-ACTION B-QUALIFIER I-QUALIFIER,controller,standby
"brunei one three tree three three , standard pushback approved",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O B-STATUS,controller,pushback
okay vietnam seven two one seven nine,O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"wilco , foxtrot recleared sierra three wizz four five zero one",O O B-TAXIWAY B-ACTION B-TAXIWAY I-TAXIWAY B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"teeway niner five tower evening taxi hotel two seven , hotel , juliet parking apron sierra niner nine",B-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER B-GREETING B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY O O O B-TAXIWAY B-GATE I-GATE I-GATE I-GATE I-GATE,controller,taxi
xiamenair two eight nine six traffic is garuda seen three eight taxiing on romeo one confirm your traffic in sight,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE B-ACTION O B-TAXIWAY I-TAXIWAY O O O O O,controller,traffic
"ground evening , indnoesian zero at zulu six four ngine start complete , request pushback",B-CONTROLLER B-GREETING O B-CALLSIGN I-CALLSIGN O B-GATE I-GATE I-GATE O O O O O O,pilot,other
"hold short xray three , one one eight point six brunei one two , thank you",B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY O B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-GREETING I-GREETING,pilot,readback
"singapore ground , a very good morning teeway iwo eight",B-CONTROLLER I-CONTROLLER O B-GREETING I-GREETING I-GREETING I-GREETING B-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,greet
foxtrot proceed mike six six silk air eight niner four eight,B-TAXIWAY B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"good afternoon , switch over to singapore ground one one eight two five , sunwing six three two",B-GREETING I-GREETING O O O O B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"ground , air china nine nine six zero , bravo seven tree fully ready with information mike",B-CONTROLLER O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-GATE I-GATE I-GATE O B-STATUS O O O,pilot,other
"singapore ground sunwing niner tre four three zero , vacated via whiskye tree",B-CONTROLLER I-CONTROLLER B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION O B-TAXIWAY I-TAXIWAY,pilot,other
tower morning vietjet one one seven three request taxi,B-CONTROLLER B-GREETING B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O,pilot,other
singapore tower vietnam three morning,B-CONTROLLER I-CONTROLLER B-CALLSIGN I-CALLSIGN B-GREETING,pilot,greet
nepl tree eight singapore ground morning standby due traffic,B-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER I-CONTROLLER B-GREETING B-ACTION O O,controller,standby
"eva two six two four gate kilo zero romeo , raedy for push and start",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-GATE I-GATE I-GATE I-GATE O B-STATUS O O O O,pilot,other
united two evening singapore ground,B-CALLSIGN I-CALLSIGN B-GREETING B-CONTROLLER I-CONTROLLER,controller,greet
wizz four tree khree singapore ground good evening,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER I-CONTROLLER B-GREETING I-GREETING,controller,greet
"expedite zulu four holding point india runway two zero right , xiamen air six nine dix",O B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-TAXIWAY B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
scooter zero two tree eight hold short to whiskey nine standby due traffic,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY B-ACTION O O,controller,standby
azul two six a very good morning ground,B-CALLSIGN I-CALLSIGN I-CALLSIGN B-GREETING I-GREETING I-GREETING I-GREETING B-CONTROLLER,controller,greet
"kay ell em three four zero one holding point xray , contact singapore ground one two one decimal seven two , so long",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION I-ACTION B-TAXIWAY O B-ACTION B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-GREETING I-GREETING,controller,taxi
"american six quebec , quebec nyiner whiskey seven holding point ruway two zero center",B-CALLSIGN I-CALLSIGN B-TAXIWAY O B-TAXIWAY I-TAXIWAY B-TAXIWAY I-TAXIWAY B-ACTION I-ACTION B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
"china eastern nine seven niner two , number two behind jetstar asia on your right , expedite yankee holding point foxtrot four eight",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O B-QUALIFIER B-VEHICLE I-VEHICLE O O B-QUALIFIER O O B-TAXIWAY B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY,controller,traffic
"tower , eurowings seven , good afternoon",B-CONTROLLER O B-CALLSIGN I-CALLSIGN O B-GREETING I-GREETING,pilot,greet
"lao ari niner zero eight seven , ground a very good morning , taxi quebec one zero , bay romeo eight seven lima",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER B-GREETING I-GREETING I-GREETING I-GREETING O B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-GATE I-GATE I-GATE I-GATE I-GATE,controller,taxi
"portugalair three , ground , good evening taxi to alpha , right echo , mike tree three hold short of detla tree , runway two zero right",B-CALLSIGN I-CALLSIGN O B-CONTROLLER O B-GREETING I-GREETING B-ACTION O B-TAXIWAY O O B-TAXIWAY O B-TAXIWAY I-TAXIWAY I-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY O B-RUNWAY I-RUNWAY I-RUNWAY I-RUNWAY,controller,taxi
kmile onue niner one one seven taxi via uniform nine parking bay bravo tree romeo,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION O B-TAXIWAY I-TAXIWAY B-GATE I-GATE I-GATE I-GATE I-GATE,controller,taxi
"gulfair three niner , qantas boeing seven eight seven will be taxiing off shortly , once ctraffic is cleared , continue zulu tree seven , hold shorwt sierra seven",B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O O B-ACTION O O O O O O O O B-ACTION B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY,controller,traffic
"emirates one five five traffic is qantas boeing seven eight seven , taxiing n zulu five , confirm your traffic in sight",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O B-ACTION O B-TAXIWAY I-TAXIWAY O O O O O O,controller,traffic
"caribbean six tree niner zero three , sinygapore ground good afternoon standby number two",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER I-CONTROLLER B-GREETING I-GREETING B-ACTION B-QUALIFIER I-QUALIFIER,controller,standby
"tower , iceland seven four three two at tango five engine start is successful , request pushback",B-CONTROLLER O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-GATE I-GATE O O O O O O O,pilot,other
"red cap niner , evening , switch over to singapore tower , one two two decimal five five",B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-GREETING O O O O B-CONTROLLER I-CONTROLLER O B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY,controller,frequency
angkor zero one niner a very good morning singapore ground,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-GREETING I-GREETING I-GREETING I-GREETING B-CONTROLLER I-CONTROLLER,controller,greet
"hold short sierra one , one one eight point six jet two four one zero three two",B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY O B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN,pilot,readback
"singapore tower , a very good morning , juneyao air five zrr , request taxi",B-CONTROLLER I-CONTROLLER O B-GREETING I-GREETING I-GREETING I-GREETING O B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O,pilot,other
"koreanair nine nine two , hold sohrt to india , monitor tower one two two decimal five five , hank you",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-ACTION I-ACTION O B-TAXIWAY O B-ACTION B-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY O B-GREETING I-GREETING,controller,taxi
"myanmar eight two five , singapore ground a very good morning , standby due traffic",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER I-CONTROLLER B-GREETING I-GREETING I-GREETING I-GREETING O B-ACTION O O,controller,standby
sri lankan eight zero five pushback approved,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-STATUS,controller,pushback
"sri lankan seven mnine one , standard pushback approved",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O B-STATUS,controller,pushback
"malaysian nine two two two four , ground morning standby number two",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER B-GREETING B-ACTION B-QUALIFIER I-QUALIFIER,controller,standby
"kuwait three six seven five zero recleared delta seven , gate charlie tree",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY I-TAXIWAY O B-GATE I-GATE I-GATE,controller,taxi
china eastern niter four niner four one singapore ground good day standby due traffic about four minutes,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER I-CONTROLLER B-GREETING I-GREETING B-ACTION O O O O O,controller,standby
"thai asia five tree tower , evening , standby number two",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER O B-GREETING O B-ACTION B-QUALIFIER I-QUALIFIER,controller,standby
singapore ground good evening jet four one eight two ready pushback engine start,B-CONTROLLER I-CONTROLLER B-GREETING I-GREETING B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-STATUS O O O,pilot,other
"eva eight six tree four singapore ground good afternoon , standby number one",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-CONTROLLER I-CONTROLLER B-GREETING I-GREETING O B-ACTION B-QUALIFIER I-QUALIFIER,controller,standby
"turkish nine six one one one , pushback aptroved",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O B-STATUS,controller,pushback
xiamenair five nine seven two a very good morning swntch over fto singapore tower one one eight decimal six,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-GREETING I-GREETING I-GREETING I-GREETING O O O B-CONTROLLER I-CONTROLLER B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY,controller,frequency
"jet blue onw nine two niner four , traffic is united boeing seven eight seven , taxiing on romeo two from left to right , confirm your traffic in sight",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O O O B-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE I-VEHICLE O B-ACTION O B-TAXIWAY I-TAXIWAY O B-QUALIFIER I-QUALIFIER I-QUALIFIER O O O O O O,controller,traffic
"singapore ground , evening brunei two",B-CONTROLLER I-CONTROLLER O B-GREETING B-CALLSIGN I-CALLSIGN,pilot,greet
"tower eurowings fiev twh , good day",B-CONTROLLER B-CALLSIGN I-CALLSIGN I-CALLSIGN O B-GREETING I-GREETING,pilot,greet
"asiana eight evening monitor singapore ground , one one eight decimal six",B-CALLSIGN I-CALLSIGN B-GREETING B-ACTION B-CONTROLLER I-CONTROLLER O B-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY I-FREQUENCY,controller,frequency
china airlines five one recleared yankee hold short of juliet four stand agolf five left,B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN B-ACTION B-TAXIWAY B-ACTION I-ACTION O B-TAXIWAY I-TAXIWAY B-GATE I-GATE I-GATE I-GATE,controller,taxi
"a very good morning , brussels zero we are turn left to taxiway lima zero nine to hold short golf one",B-GREETING I-GREETING I-GREETING I-GREETING O B-CALLSIGN I-CALLSIGN O O O O O O B-TAXIWAY I-TAXIWAY I-TAXIWAY O B-ACTION I-ACTION B-TAXIWAY I-TAXIWAY,pilot,other
"garuda nine niner niner seven four , ground standby jor push number two garuda four",B-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN I-CALLSIGN O B-CONTROLLER B-ACTION O O O O O O,controller,pushback
